Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1993,4,"Albuquerque, NM","Houston, TX",ABQ,HOU,767,157,108.2,WN,0.89,104.32,WN,0.89,104.32,"35.084248, -106.649241","29.760803, -95.369506"
1996,3,"Detroit, MI","New Orleans, LA",DTW,MSY,926,274,136.8,NW,0.71,136.43,WN,0.06,109.16,"42.332916, -83.047853","29.950621, -90.074948"
1993,2,"Chicago, IL","Lincoln, NE",ORD,LNK,473,104,196.66,UA,0.95,194.51,UA,0.95,194.51,"41.775002, -87.696388","40.813599, -96.70261"
1996,1,"Houston, TX","Midland/Odessa, TX",IAH,MAF,449,158,97.52,CO,0.82,98.11,WN,0.14,88.9,"29.760803, -95.369506","31.997433, -102.078043"
1996,1,"Houston, TX","Minneapolis/St. Paul, MN",EFD,MSP,1059,1,289.7,CO,1.0,289.7,CO,1.0,289.7,"29.760803, -95.369506","44.977479, -93.264346"
1996,1,"San Francisco, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",OAK,PBI,2567,9,277.33,AA,0.53,226.04,AA,0.53,226.04,"37.78008, -122.420168","33.90976, -98.500854"
1993,1,"El Paso, TX","New York City, NY (Metropolitan Area)",ELP,JFK,1944,7,277.73,AA,0.46,280.01,AA,0.46,280.01,"31.76006, -106.492257","40.123164, -75.333718"
1996,3,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",SJC,TPA,2393,50,293.96,AA,0.36,352.77,DL,0.21,266.03,"37.78008, -122.420168","37.8606, -78.804199"
1993,3,"Colorado Springs, CO","New York City, NY (Metropolitan Area)",COS,SWF,1678,4,273.05,AA,0.3,305.62,DL,0.2,164.87,"38.835224, -104.819798","40.123164, -75.333718"
1996,3,"Little Rock, AR","San Francisco, CA (Metropolitan Area)",LIT,OAK,1690,43,173.09,WN,0.39,138.39,WN,0.39,138.39,"34.748745, -92.275105","37.78008, -122.420168"
1993,4,"Chicago, IL","West Palm Beach/Palm Beach, FL",ORD,PBI,1144,454,212.64,DL,0.49,204.26,DL,0.49,204.26,"41.775002, -87.696388","33.90976, -98.500854"
1996,3,"New York City, NY (Metropolitan Area)","Rochester, NY",SWF,ROC,285,1,277.96,US,0.83,290.48,US,0.83,290.48,"40.123164, -75.333718","43.155708, -77.612547"
1996,1,"Chicago, IL","New York City, NY (Metropolitan Area)",MDW,JFK,773,2,111.19,HP,0.5,82.6,HP,0.5,82.6,"41.775002, -87.696388","40.123164, -75.333718"
1993,2,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",NYC,SLC,2021,23,300.38,DL,0.89,289.86,DL,0.89,289.86,"40.123164, -75.333718","40.758478, -111.888142"
1996,1,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SNA,DCA,2329,123,345.75,AA,0.36,379.48,UA,0.2,269.35,"34.052238, -118.243344","38.892062, -77.019912"
1994,1,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",EUG,ONT,776,24,155.88,UA,0.8,154.81,AS,0.16,152.06,"37.533089, -75.823024","34.052238, -118.243344"
1996,3,"Miami, FL (Metropolitan Area)","Pittsburgh, PA",MIA,PIT,1013,159,146.58,US,0.71,151.07,NW,0.04,102.85,"44.977479, -93.264346","40.442169, -79.994945"
1996,3,"Boston, MA (Metropolitan Area)","Orlando, FL",BOS,MCO,1142,1422,108.77,DL,0.38,116.39,TZ,0.17,88.16,"42.358894, -71.056742","28.538331, -81.378879"
1993,4,"Dallas/Fort Worth, TX","Nashville, TN",DFW,BNA,631,363,242.43,AA,0.78,245.83,DL,0.17,216.19,"40.11086, -77.035636","36.166687, -86.779932"
1993,2,"Atlantic City, NJ","Boston, MA (Metropolitan Area)",ACY,BOS,291,126,73.6,NK,0.71,52.0,NK,0.71,52.0,"33.748547, -84.391502","42.358894, -71.056742"
1993,4,"El Paso, TX","Washington, DC (Metropolitan Area)",ELP,IAD,1741,21,287.77,AA,0.67,264.92,AA,0.67,264.92,"31.76006, -106.492257","38.892062, -77.019912"
1993,2,"Miami, FL (Metropolitan Area)","Philadelphia, PA",FLL,PHL,1013,531,171.64,US,0.72,173.66,US,0.72,173.66,"44.977479, -93.264346","39.951061, -75.16562"
1996,4,"Dallas/Fort Worth, TX","Houston, TX",DAL,HOU,252,2235,73.98,WN,1.0,73.98,WN,1.0,73.98,"40.11086, -77.035636","29.760803, -95.369506"
1993,2,"Corpus Christi, TX","Dallas/Fort Worth, TX",CRP,DAL,354,133,75.01,WN,1.0,75.01,WN,1.0,75.01,"27.796416, -97.404131","40.11086, -77.035636"
1996,3,"Chicago, IL","Minneapolis/St. Paul, MN",MDW,MSP,349,1007,113.04,NW,0.67,120.32,NJ,0.31,93.84,"41.775002, -87.696388","44.977479, -93.264346"
1993,3,"New York City, NY (Metropolitan Area)","San Diego, CA",SWF,SAN,2481,23,212.3,AA,0.56,205.77,DL,0.11,198.15,"40.123164, -75.333718","32.71576, -117.163817"
1993,4,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",GSO,LGA,493,416,99.99,US,0.91,98.97,US,0.91,98.97,"36.072701, -79.793899","40.123164, -75.333718"
1993,3,"Los Angeles, CA (Metropolitan Area)","Midland/Odessa, TX",SNA,MAF,951,3,244.08,AA,0.68,302.28,CO,0.32,120.41,"34.052238, -118.243344","31.997433, -102.078043"
1996,1,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",DFW,JFK,1428,51,369.96,AA,0.46,408.86,TW,0.13,249.85,"40.11086, -77.035636","40.123164, -75.333718"
1994,1,"Miami, FL (Metropolitan Area)","Philadelphia, PA",FLL,PHL,1013,814,156.5,US,0.55,183.15,TZ,0.18,87.65,"44.977479, -93.264346","39.951061, -75.16562"
1996,2,"Columbus, OH","Houston, TX",CMH,IAH,1001,171,187.39,CO,0.81,183.94,UA,0.01,149.71,"39.962649, -82.996216","29.760803, -95.369506"
1993,3,"Austin, TX","Houston, TX",AUS,HOU,160,542,70.46,WN,0.98,70.5,TW,0.01,67.2,"30.264979, -97.746598","29.760803, -95.369506"
1993,2,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",LAX,ICT,1203,69,213.37,UA,0.24,182.87,UA,0.24,182.87,"34.052238, -118.243344","39.960481, -75.605214"
1993,1,"Boston, MA (Metropolitan Area)","Portland, OR",BOS,PDX,2537,105,362.92,UA,0.36,369.29,CO,0.1,219.63,"42.358894, -71.056742","45.516018, -122.681425"
1993,1,"Des Moines, IA","New York City, NY (Metropolitan Area)",DSM,ISP,1071,3,277.47,AA,1.0,277.47,AA,1.0,277.47,"41.588822, -93.620309","40.123164, -75.333718"
1993,1,"Dayton, OH","Miami, FL (Metropolitan Area)",DAY,MIA,998,74,166.09,DL,0.52,160.54,DL,0.52,160.54,"39.760982, -84.192203","44.977479, -93.264346"
1993,2,"Chicago, IL","Portland, OR",ORD,PDX,1751,462,260.41,UA,0.61,255.31,UA,0.61,255.31,"41.775002, -87.696388","45.516018, -122.681425"
1994,1,"Houston, TX","Washington, DC (Metropolitan Area)",EFD,IAD,1246,3,292.74,CO,0.95,284.22,CO,0.95,284.22,"29.760803, -95.369506","38.892062, -77.019912"
1996,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",ONT,MIA,2342,36,232.14,AA,0.35,229.53,CO,0.14,168.53,"34.052238, -118.243344","44.977479, -93.264346"
1994,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",SJC,SEA,696,825,86.67,AS,0.69,82.43,AS,0.69,82.43,"37.78008, -122.420168","47.603229, -122.33028"
1996,3,"Dallas/Fort Worth, TX","Las Vegas, NV",DFW,LAS,1055,586,185.29,AA,0.53,209.57,HP,0.2,139.81,"40.11086, -77.035636","36.169202, -115.140597"
1996,2,"Chicago, IL","Norfolk, VA (Metropolitan Area)",ORD,PHF,717,16,201.2,US,0.6,189.15,US,0.6,189.15,"41.775002, -87.696388","36.846164, -76.285913"
1994,1,"Houston, TX","New York City, NY (Metropolitan Area)",IAH,SWF,1465,16,333.43,AA,0.56,306.99,AA,0.56,306.99,"29.760803, -95.369506","40.123164, -75.333718"
1994,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",SNA,MIA,2342,78,953.36,AA,0.38,353.12,AA,0.38,353.12,"34.052238, -118.243344","44.977479, -93.264346"
1996,3,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",JAN,DCA,888,73,168.15,DL,0.51,206.33,TW,0.12,105.14,"30.325968, -81.65676","38.892062, -77.019912"
1996,3,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",BUR,WAS,2329,0,581.0,DL,1.0,581.0,DL,1.0,581.0,"34.052238, -118.243344","38.892062, -77.019912"
1993,2,"Columbus, OH","San Francisco, CA (Metropolitan Area)",CMH,OAK,2121,31,215.33,UA,0.56,209.6,UA,0.56,209.6,"39.962649, -82.996216","37.78008, -122.420168"
1993,3,"Lexington, KY","Washington, DC (Metropolitan Area)",LEX,IAD,436,11,174.1,US,0.66,163.68,US,0.66,163.68,"34.052238, -118.243344","38.892062, -77.019912"
1993,2,"Boston, MA (Metropolitan Area)","Memphis, TN",PVD,MEM,1139,20,281.4,US,0.32,269.47,UA,0.12,222.66,"42.358894, -71.056742","35.143378, -90.052136"
1993,4,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",DFW,SNA,1235,488,307.86,AA,0.7,315.16,DL,0.19,276.85,"40.11086, -77.035636","34.052238, -118.243344"
1996,4,"Chicago, IL","Philadelphia, PA",CHI,PHL,678,0,242.93,TW,0.66,171.0,TW,0.66,171.0,"41.775002, -87.696388","39.951061, -75.16562"
1994,1,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",JFK,BWI,265,17,96.16,AA,0.58,83.3,AA,0.58,83.3,"40.123164, -75.333718","38.892062, -77.019912"
1996,1,"Denver, CO","Tampa, FL (Metropolitan Area)",DEN,TPA,1506,429,188.55,UA,0.41,210.56,CO,0.26,136.53,"39.738453, -104.984853","37.8606, -78.804199"
1993,2,"Albuquerque, NM","Boston, MA (Metropolitan Area)",ABQ,MHT,1974,4,240.97,US,0.44,205.31,US,0.44,205.31,"35.084248, -106.649241","42.358894, -71.056742"
1993,3,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",JFK,BWI,265,27,94.64,AA,0.53,96.82,US,0.42,89.28,"40.123164, -75.333718","38.892062, -77.019912"
1996,4,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SNA,IAD,2329,75,394.49,UA,0.32,423.51,AA,0.27,364.26,"34.052238, -118.243344","38.892062, -77.019912"
1993,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTW,LAX,1998,781,270.88,NW,0.7,276.38,WN,0.02,176.89,"42.332916, -83.047853","34.052238, -118.243344"
1993,3,"Detroit, MI","Norfolk, VA (Metropolitan Area)",DTW,ORF,529,127,193.22,NW,0.79,191.64,NW,0.79,191.64,"42.332916, -83.047853","36.846164, -76.285913"
1994,1,"Chicago, IL","Louisville, KY",CHI,SDF,286,0,143.6,DL,1.0,143.6,DL,1.0,143.6,"41.775002, -87.696388","38.256078, -85.751569"
1993,1,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",BOS,MIA,1284,834,197.91,DL,0.33,200.74,NW,0.11,156.77,"42.358894, -71.056742","44.977479, -93.264346"
1993,1,"San Diego, CA","Tampa, FL (Metropolitan Area)",SAN,TPA,2087,104,254.28,DL,0.32,264.4,CO,0.19,226.3,"32.71576, -117.163817","37.8606, -78.804199"
1994,1,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CAK,JFK,458,0,156.17,US,0.5,173.45,DL,0.25,128.9,"41.505546, -81.6915","40.123164, -75.333718"
1996,2,"Detroit, MI","Minneapolis/St. Paul, MN",DTW,MSP,528,572,290.85,NW,0.93,292.61,AA,0.01,230.04,"42.332916, -83.047853","44.977479, -93.264346"
1996,3,"Chicago, IL","Savannah, GA",MDW,SAV,773,0,346.2,DL,0.5,556.05,DL,0.5,556.05,"41.775002, -87.696388","40.115007, -111.654713"
1993,4,"Los Angeles, CA (Metropolitan Area)","Reno, NV",ONT,RNO,415,374,81.59,QQ,0.5,96.29,WN,0.41,61.86,"34.052238, -118.243344","30.177159, -95.162771"
1993,1,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",DFW,HRL,461,138,104.4,AA,0.92,105.25,CO,0.05,98.96,"40.11086, -77.035636","40.8078, -73.945801"
1993,4,"Kansas City, MO","Tampa, FL (Metropolitan Area)",MCI,TPA,1048,127,203.11,DL,0.24,212.26,TW,0.21,191.62,"39.099792, -94.578559","37.8606, -78.804199"
1996,1,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",SWF,PIT,375,35,207.07,US,0.97,209.66,US,0.97,209.66,"40.123164, -75.333718","40.442169, -79.994945"
1993,2,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",SNA,MEM,1619,40,322.04,AA,0.36,336.43,NW,0.2,229.06,"34.052238, -118.243344","35.143378, -90.052136"
1996,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",BOS,HPN,209,3,185.14,DL,0.65,178.48,DL,0.65,178.48,"42.358894, -71.056742","40.123164, -75.333718"
1994,1,"Chicago, IL","Hartford, CT",MDW,BDL,783,5,253.5,US,0.47,219.3,US,0.47,219.3,"41.775002, -87.696388","41.765775, -72.673356"
1996,4,"Chicago, IL","Jacksonville, FL",MDW,JAX,865,27,113.91,J7,0.5,107.59,J7,0.5,107.59,"41.775002, -87.696388","30.325968, -81.65676"
1993,3,"Jacksonville, FL","New York City, NY (Metropolitan Area)",JAX,SWF,870,12,158.66,AA,0.64,145.42,AA,0.64,145.42,"30.325968, -81.65676","40.123164, -75.333718"
1993,1,"Boston, MA (Metropolitan Area)","Houston, TX",PVD,IAH,1609,28,337.0,CO,0.42,347.07,AA,0.12,253.85,"42.358894, -71.056742","29.760803, -95.369506"
1993,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",LAS,JFK,2283,577,204.01,HP,0.85,196.83,HP,0.85,196.83,"36.169202, -115.140597","40.123164, -75.333718"
1993,4,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SFO,WAS,2457,9,270.37,DL,0.6,293.2,CO,0.3,206.03,"37.78008, -122.420168","38.892062, -77.019912"
1993,4,"Albany, NY","Miami, FL (Metropolitan Area)",ALB,FLL,1225,95,169.38,US,0.45,176.89,AA,0.19,155.49,"42.651242, -73.755418","44.977479, -93.264346"
1996,3,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",LAX,SEA,978,3441,100.19,AS,0.52,102.23,DL,0.1,88.83,"34.052238, -118.243344","47.603229, -122.33028"
1994,1,"Boston, MA (Metropolitan Area)","Jacksonville, FL",PVD,JAX,1028,66,135.5,AA,0.34,114.69,DL,0.21,114.24,"42.358894, -71.056742","30.325968, -81.65676"
1993,4,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",PIT,IAD,210,54,212.86,US,0.91,211.87,UK,0.01,159.56,"40.442169, -79.994945","38.892062, -77.019912"
1996,1,"Grand Rapids, MI","Orlando, FL",GRR,MCO,1023,264,126.18,NW,0.48,125.28,UA,0.12,121.56,"47.925705, -97.036068","28.538331, -81.378879"
1993,3,"Miami, FL (Metropolitan Area)","Syracuse, NY",MIA,SYR,1217,49,171.58,US,0.43,164.65,DL,0.22,159.27,"44.977479, -93.264346","43.047945, -76.147448"
1993,4,"Augusta, GA","New York City, NY (Metropolitan Area)",AGS,ISP,708,1,189.96,US,0.66,216.47,DL,0.33,136.95,"33.472494, -81.964397","40.123164, -75.333718"
1993,1,"El Paso, TX","Houston, TX",ELP,IAH,684,82,133.52,CO,0.79,130.93,WN,0.08,107.87,"31.76006, -106.492257","29.760803, -95.369506"
1993,3,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",LAX,SAT,1211,385,155.0,WN,0.7,133.2,WN,0.7,133.2,"34.052238, -118.243344","29.425173, -98.494599"
1993,3,"New York City, NY (Metropolitan Area)","San Diego, CA",JFK,SAN,2481,368,279.95,AA,0.74,290.34,HP,0.1,237.27,"40.123164, -75.333718","32.71576, -117.163817"
1993,2,"Cleveland, OH (Metropolitan Area)","Detroit, MI",CLE,DTT,133,0,173.0,DL,1.0,173.0,DL,1.0,173.0,"41.505546, -81.6915","42.332916, -83.047853"
1996,4,"Dallas/Fort Worth, TX","Oklahoma City, OK",DFW,OKC,181,156,82.83,AA,0.78,82.66,AA,0.78,82.66,"40.11086, -77.035636","35.468494, -97.521264"
1993,1,"Dayton, OH","Los Angeles, CA (Metropolitan Area)",DAY,SNA,1925,27,262.29,AA,0.35,284.01,UA,0.18,224.28,"39.760982, -84.192203","34.052238, -118.243344"
1993,2,"Miami, FL (Metropolitan Area)","San Diego, CA",MIA,SAN,2268,113,253.57,AA,0.4,264.9,CO,0.12,224.31,"44.977479, -93.264346","32.71576, -117.163817"
1993,4,"Miami, FL (Metropolitan Area)","Richmond, VA",MIA,RIC,826,67,177.48,US,0.43,193.4,DL,0.39,157.47,"44.977479, -93.264346","37.540759, -77.433932"
1993,1,"Dallas/Fort Worth, TX","Nashville, TN",DFW,BNA,631,316,239.19,AA,0.8,238.79,AA,0.8,238.79,"40.11086, -77.035636","36.166687, -86.779932"
1994,1,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",PIT,DCA,210,286,209.45,US,0.98,209.17,US,0.98,209.17,"40.442169, -79.994945","38.892062, -77.019912"
1994,1,"New York City, NY (Metropolitan Area)","Portland, OR",JFK,PDX,2482,82,319.95,DL,0.49,325.97,TW,0.15,242.08,"40.123164, -75.333718","45.516018, -122.681425"
1994,1,"Orlando, FL","Portland, OR",MCO,PDX,2534,162,252.78,DL,0.26,279.04,CO,0.1,208.25,"28.538331, -81.378879","45.516018, -122.681425"
1993,4,"Kansas City, MO","Miami, FL (Metropolitan Area)",MCI,FLL,1252,102,205.16,DL,0.44,223.75,AA,0.2,178.55,"39.099792, -94.578559","44.977479, -93.264346"
1996,2,"New York City, NY (Metropolitan Area)","San Diego, CA",SWF,SAN,2481,25,258.22,AA,0.58,263.71,US,0.19,210.56,"40.123164, -75.333718","32.71576, -117.163817"
1993,4,"Chicago, IL","San Francisco, CA (Metropolitan Area)",MDW,OAK,1855,25,177.69,WN,0.91,173.14,WN,0.91,173.14,"41.775002, -87.696388","37.78008, -122.420168"
1996,1,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",DFW,LAX,1246,1053,289.18,AA,0.75,302.38,HP,0.04,172.08,"40.11086, -77.035636","34.052238, -118.243344"
1993,1,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",MHT,PHF,487,2,166.54,US,1.0,166.54,US,1.0,166.54,"42.358894, -71.056742","36.846164, -76.285913"
1996,1,"Chicago, IL","Washington, DC (Metropolitan Area)",ORD,IAD,621,380,164.59,UA,0.92,158.58,CO,0.01,90.38,"41.775002, -87.696388","38.892062, -77.019912"
1996,3,"Chicago, IL","Savannah, GA",CHI,SAV,773,0,108.05,DL,1.0,108.05,DL,1.0,108.05,"41.775002, -87.696388","40.115007, -111.654713"
1993,3,"Chicago, IL","Sacramento, CA",CHI,SMF,1790,0,153.5,NW,1.0,153.5,NW,1.0,153.5,"41.775002, -87.696388","38.582087, -121.50012"
1994,1,"Hartford, CT","Orlando, FL",BDL,MCO,1050,470,168.94,DL,0.49,162.92,DL,0.49,162.92,"41.765775, -72.673356","28.538331, -81.378879"
1996,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",MHT,ONT,2611,6,368.65,UA,0.69,312.76,UA,0.69,312.76,"42.358894, -71.056742","34.052238, -118.243344"
1996,3,"Albany, NY","San Francisco, CA (Metropolitan Area)",ALB,OAK,2559,10,253.98,UA,0.95,255.14,DL,0.01,241.9,"42.651242, -73.755418","37.78008, -122.420168"
1993,2,"Albuquerque, NM","Chicago, IL",ABQ,CHI,1123,3,234.73,CO,0.53,145.86,CO,0.53,145.86,"35.084248, -106.649241","41.775002, -87.696388"
1993,4,"New Orleans, LA","New York City, NY (Metropolitan Area)",MSY,HPN,1218,11,243.83,US,0.41,272.58,NW,0.24,166.72,"29.950621, -90.074948","40.123164, -75.333718"
1996,2,"Memphis, TN","New York City, NY (Metropolitan Area)",MEM,EWR,1002,189,269.06,NW,0.79,269.9,DL,0.09,230.34,"35.143378, -90.052136","40.123164, -75.333718"
1993,2,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",PSP,SJC,421,30,147.65,AA,0.48,153.3,AS,0.46,142.93,"33.830302, -116.546843","37.78008, -122.420168"
1996,3,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",COS,SFO,963,423,116.22,W7,0.64,109.03,W7,0.64,109.03,"38.835224, -104.819798","37.78008, -122.420168"
1996,2,"Birmingham, AL","Chicago, IL",BHM,CHI,584,1,123.55,TW,1.0,123.55,TW,1.0,123.55,"33.522859, -86.807705","41.775002, -87.696388"
1993,4,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",SLC,WAS,1864,11,255.19,DL,0.84,271.23,CO,0.15,166.98,"40.758478, -111.888142","38.892062, -77.019912"
1993,4,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",BOS,TPA,1204,863,162.7,US,0.32,176.65,NW,0.1,146.51,"42.358894, -71.056742","37.8606, -78.804199"
1996,3,"Los Angeles, CA (Metropolitan Area)","Reno, NV",ONT,RNO,415,281,74.44,WN,0.83,74.02,WN,0.83,74.02,"34.052238, -118.243344","30.177159, -95.162771"
1994,1,"Dallas/Fort Worth, TX","Orlando, FL",DFW,ORL,984,1,137.78,UK,0.57,131.9,UK,0.57,131.9,"40.11086, -77.035636","28.538331, -81.378879"
1996,3,"Orlando, FL","Washington, DC (Metropolitan Area)",MCO,IAD,787,388,125.92,US,0.59,109.6,US,0.59,109.6,"28.538331, -81.378879","38.892062, -77.019912"
1993,2,"Fresno, CA","Los Angeles, CA (Metropolitan Area)",FAT,ONT,238,6,140.46,DL,0.39,138.22,US,0.24,125.75,"36.731654, -119.785856","34.052238, -118.243344"
1993,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",CLT,LGB,2125,2,364.58,AA,0.82,274.14,AA,0.82,274.14,"35.222936, -80.840161","34.052238, -118.243344"
1993,2,"Chicago, IL","New York City, NY (Metropolitan Area)",MDW,EWR,773,400,111.54,KP,0.76,116.24,BF,0.16,90.95,"41.775002, -87.696388","40.123164, -75.333718"
1993,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",SJC,SEA,696,392,203.15,AA,0.56,206.22,AS,0.37,189.64,"37.78008, -122.420168","47.603229, -122.33028"
1993,2,"Detroit, MI","Houston, TX",DTW,HOU,1114,200,202.88,NW,0.54,220.09,WN,0.21,130.84,"42.332916, -83.047853","29.760803, -95.369506"
1993,3,"Boston, MA (Metropolitan Area)","St. Louis, MO",PVD,STL,1046,38,221.56,US,0.47,213.69,NW,0.17,192.83,"42.358894, -71.056742","38.630276, -90.200309"
1993,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",MHT,PHX,2300,15,280.25,UA,0.49,297.46,US,0.34,268.78,"42.358894, -71.056742","30.406931, -87.217578"
1994,1,"Boston, MA (Metropolitan Area)","Daytona Beach, FL",PVD,DAB,1089,40,154.78,AA,0.57,146.98,AA,0.57,146.98,"42.358894, -71.056742","29.207056, -81.020739"
1996,4,"Boston, MA (Metropolitan Area)","Denver, CO",PVD,DEN,1754,68,236.83,UA,0.26,289.91,CO,0.13,113.54,"42.358894, -71.056742","39.738453, -104.984853"
1993,1,"New York City, NY (Metropolitan Area)","Seattle, WA",LGA,SEA,2448,160,323.69,UA,0.29,344.01,NW,0.2,262.46,"40.123164, -75.333718","47.603229, -122.33028"
1996,2,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",CAK,TPA,932,36,143.13,US,0.77,142.57,US,0.77,142.57,"41.505546, -81.6915","37.8606, -78.804199"
1993,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",BOS,JFK,209,174,91.61,AA,0.59,93.63,TW,0.19,81.58,"42.358894, -71.056742","40.123164, -75.333718"
1996,1,"Boston, MA (Metropolitan Area)","Kansas City, MO",BOS,MCI,1256,182,230.1,US,0.36,234.52,TW,0.21,181.92,"42.358894, -71.056742","39.099792, -94.578559"
1996,2,"Boston, MA (Metropolitan Area)","Jacksonville, FL",MHT,JAX,1028,23,153.25,US,0.63,157.69,US,0.63,157.69,"42.358894, -71.056742","30.325968, -81.65676"
1993,1,"Columbia, SC","New York City, NY (Metropolitan Area)",CAE,SWF,648,3,246.71,AA,0.54,219.99,AA,0.54,219.99,"39.962649, -82.996216","40.123164, -75.333718"
1993,4,"Charleston, SC","Chicago, IL",CHS,CHI,760,0,402.4,UA,1.0,402.4,UA,1.0,402.4,"32.77647, -79.931027","41.775002, -87.696388"
1996,4,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SJC,WAS,2457,0,493.62,AA,0.25,851.5,AA,0.25,851.5,"37.78008, -122.420168","38.892062, -77.019912"
1993,4,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",MDW,BUR,1751,19,151.47,WN,1.0,151.47,WN,1.0,151.47,"41.775002, -87.696388","34.052238, -118.243344"
1996,4,"Des Moines, IA","Washington, DC (Metropolitan Area)",DSM,BWI,910,35,210.14,UA,0.44,182.14,UA,0.44,182.14,"41.588822, -93.620309","38.892062, -77.019912"
